@relation D__cs583_researchProj_data

@attribute text string
@attribute @@class@@ {mixed,negative,neutral,positive}

@data
'$SLM SLM Corporation (NASDAQ:SLM) and Texas Instruments Inc. (NASDAQ:TXN ...',neutral
'RT @marketmakers: @ErikSchatzker @SRuhle @juleshyman dig in 10am! RT @BloombergTV: BREAKING: JPMorgan 3Q results includes $7.2 billion for â€¦',neutral
'$WFC Stocks To Play The Housing Market\'s Next Move',neutral
'\"GENERAL ELECTRIC COMPANY : State of Illinois, Manufacturers and ... $GE \"',neutral
'$GD Nammo AS : NAMMO AND SANTA BARBARA SISTEMAS ANNOUNCE THE COMPLETION OF THE TRANSFER OF PALENCIA FACILITY OPERATIONS...',neutral
'$MCD Nov Block Trade: 207 trade. ~$2 MM notional value.',neutral
'Idag har jeg $wag',neutral
'$CTSH watching for a short',neutral
'\"$NFLX Flirting With Netflix, Cable TV Companies Court Danger \"',neutral
'RT @xpangler: Intel Media\'s OTT television project not mentioned on $INTC call yesterday. No news is bad news?',neutral
'@vickydavilalafm Es $a',neutral
'Added $GOOG Long',neutral
'\"$CNX Traders Recap - CONSOL Energy Inc.(NYSE:CNX), SandRidge Energy Inc ... \"',neutral
'$V PNC Financial posts 10 pct jump in 3Q net income',neutral
'Is Comcast at odds with its own subsidiary NBCU in the legal battle over Aereo? asks @ShaliniWSJ via @WSJ $CMCSA',neutral
'Strategy with more than 9\% return every month Must attend webinar Sunday 8 pm $COST $SBUX',neutral
'$AMT Glenn Greenwald Leaving The Guardian For \'Momentous\' New Venture',neutral
'$TIF Cooking Light & Health Magazine Debut \"The Fit Foodie Race Series Presented ...',neutral
'Oil Drillers Eye Recipe To Make Tuscaloosa Shale Gush $RDSA',neutral
'started short $CTSH',neutral
'$GS Stock Market News for October 11, 2013',neutral
'$BIIB Biogen Idec Rating Reiterated by Jefferies Group (BIIB)',neutral
'$APC Oct Block Trade: 114 trade. ~$1.1 MM notional value.',neutral
'?Stock market s boring without Nasdaq $AAPL $GOOG $PCLN $TSLA $NFLX',neutral
'You can browse all of our educational info by asset class or content type $CME',neutral
'$OXY Pre-Market Analysis: Occidental Petroleum Corp., Oasis Petroleum Inc., Pioneer ...',neutral
'$CSC Hunting Rogue Asteroids Could Be A New Use For Nuclear Weapons',neutral
'Commented on: \"Clean Energy: What Was Piper Thinking?\" $CMI',neutral
'$GE Why Goldman Sachs Is Wrong Regarding General Electric â€“ General Electric ...',neutral
'RT @CBOE: Options with increasing volume @ CBOE: $AAPL $FB $C $INFY $SCTY $FB $TSLA $MU',neutral
'$GILD Mid Cap Small Cap Stocks in the Bullish Zone - Gilead Sciences, Inc.(NASDAQ ...',neutral
'Well done RT @CMEGroup: You can browse all of our educational info by asset class or content type $CME',neutral
'\"$CVS Critical Alerts For CVS Caremark, Cognizant Technology, EnCana, Infoblox, and ... \"',neutral
'opened 3 long call positions this morning $AAPL 505 $NFLX 330 $FB 51..',neutral
'$WMT Wal-Mart And Best Buy Battle In Smartphones',neutral
'Owens Corning Stock Rating Upgraded by JPMorgan Chase & Co. (OC) $JPM',neutral
'\"$GOOG MARKET PULSE- Citigroup, Savient Pharmaceuticals, Mac-Gray, J&J \"',neutral
'New all-time high for $CELG $157.48 #core',neutral
'$MDT Networks Seek Supreme Court Review of 2d Cir.\'s \'Public Performance\' Ruling ...',neutral
'Audio: leviheichourty: theamazingstarclanassasblackstar: g4dget: $hingeki no K?ojin $wag',neutral
'Amazing Options trading ideas free for 30 days $AAPL $GOOG',neutral
'$NFLX DC Hijinx Cloud Earnings Season',neutral
'$PFE Nov Block Trade: 1822 trade. ~$5.4 MM notional value.',neutral
'Long $JPM .17',neutral
'\"$HP The Weekender: spinning singles, sensing smoke, and sniffing out samples \"',neutral
'APPLE Intraday Comments $AAPL - Update on My Hourly Down Channel  ?',neutral
'@CNBC RT $AAPL making ne DAILY LOWS. #NextTrade #HFT $VIX $SPY $AMZN $NFLX $PCLN $FB $GOOG $QQQ',neutral
'$IBM Nov Block Trade: 243 trade. ~$4.5 MM notional value.',neutral
'$COST patience Holding',neutral
'\"$PFE Traders Recap - Groupon Inc (NASDAQ:GRPN), Regions Financial Corporation ...',neutral
'RT @CBOE: Active calls @ CBOE; $AAPL Oct 500 $PEP Jan 80 $MCP Oct 5.5 $FDX Jan 115',neutral
'$SWK 5 Things to Know Ahead of the Opening Bell',neutral
'$CBG Nov Block Trade: 311 trade. ~$0.7 MM notional value.',neutral
'Short $KMB',neutral
'$AAPL Stocks soar 1\% amid last-minute budget deal hopes, Dow rallies 180',neutral
'The Kroger Co.: The stock is testing its highs. $KR',neutral
'$DIS The Walt Disney Co. celebrates 90th anniversary, opens exhibit in Chicago',neutral
'$ORCL MARKET PULSE- Mattel, Stanley Black & Decker, Abbott Labs, Receptos',neutral
'covering the $AAPL 510 short at .93-.97 to create 510 cOB. we had half the body in overnight now we exit the->',neutral
'\"For Samsung, All Roads Lead Away From Android $SSNLF $GOOG $MSFT $NOK $AAPL #androidsucks! \"',neutral
'\"RT @scripnews: AbbVie\'s Humira to hold top spot among autoimmune, all drugs through 2018 $ABBV $PFE $AMGN $JNJ',neutral
'$AAPL Tesla, The iPhone of Cars?',neutral
'@allstarcharts: This weekend\'s market video is out! $VXX',neutral
'$AAPL iPad mini 2 & iPad 5 Release Countdown Kicks off iPad Trade Frenzy - Gotta Be Mobile',neutral
'@Aapl_pain is TODAY the day $AAPL to break $500 once again?',neutral
'\"The Zacks Analyst Blog Highlights: Chevron, Exxon Mobil, Dril-Quip, Stone ... $XOM \"',neutral
'$SCTY $FSLR Stocks with call strike movement; FSLR SCTY',neutral
'$NFLX doesn\'t have the organization of $FB or $FSLR #MHG buying the latter',neutral
$wag,neutral
$wag,neutral
'\"$NDAQ Can the Rally in Carrizo Oil & Gas, Inc. (CRZO) Shares Continue? - Tale of the ... \"',neutral
'$WFC Live blog: Wells Fargo earnings call',neutral
'RT @MarketCurrents Report: Home Depot to sell PlayStation 4 $HD',neutral
'$CMCSA Comcast Corporation (NASDAQ:CMCSA) Asked To Renew the Listing of ...',neutral
'Macquarie Downgrades Intel as Expectations Need to Reset $INTC',neutral
$JNPR,neutral
'$AAPL - trend',neutral
'#Instagram : $ea $ick @jennnrosales @loreleicakes by @gomillionandleupold',neutral
'INTERNATIONAL BUSINESS MACHINES CORP. : Made in IBM Labs ... $IBM',neutral
$LMT,neutral
'97\% of $PCLN stops @ entry price - 1\% @ LOD - 1\% @ yesterdays close @ 1\% @ yesterdays close',neutral
'Solar stocks follow SolarCity higher $YGE',neutral
'Hiccups - Apps on iPhone 5s Crashing Twice the Much as on Other iPhone 5 Models $AAPL',neutral
'$CPB Campbell&#39;s CEO vows commitment to Camden',neutral
'Company Update: Johnson & Johnson (NYSE:JNJ) ? AstraZeneca to co ... $JNJ',neutral
'RT @WVFeministArmy: .@andi_sloan Army supports @NickAuden 4 #CompassionateUse of #PD1 Do?',neutral
'\"$KO Traders Alert - Buckeye Partners, L.P. (NYSE:BPL), Coca-Cola Enterprises Inc ... \"',neutral
'RT @TraderPlanet: What Are The Gurus Buying And Selling Now? @CharlesSizemore',neutral
'$BBY has crossed the Long Level Up To Learn More',neutral
'$TSS Stocks Under Consideration: LIBERTY GLOBAL PLC (NASDAQ:LBTYA), Intuit ...',neutral
'$SWK US STOCKS-Wall Street gains on optimism over fiscal deal',neutral
'\"$EQR Penny Stocks on the Run - olarCity Corp (NASDAQ:SCTY), L&L Energy, Inc ... \"',neutral
'$CI CIGNA CORPORATION : Boice-Willis Clinic and Cigna Form Accountable Care ...',neutral
'RT @WVFeministArmy: #AndisArmy supports #FightNot?',neutral
'$AMD wants to',neutral
'Already $aapl #HOD $502.53',neutral
'\"RT @MarkToro: Apple Hires @AngelaAhrendts, @Burberry #CEO, to run #retail - $AAPL \"',neutral
'$AAPL Apple Inc. (AAPL): Would Steve Jobs Call The Next iPad \'Mediocre\'?',neutral
'1/1covered the rest of the $AAPL 510 body',neutral
'$PEG OTCBBJournal Issues Unbiased Analysis on (OTCQB: PROP) and ...',neutral
'$AAPL working toward 500',neutral
'Strong action from this week\'s \"top 10\" in bases: $pcln',neutral
'\"$PCLN \t\"',neutral
'$NFLX might go green here',neutral
'$DGX Quest to offer genetic test for breast cancer risk',neutral
'\"To combat this, audience has just been asked to stand up and do jumping jacks. $nke \"',neutral
'2 Big Smart Money Moves to Keep an Eye On #goldmansachs',neutral
'Kingston Trader: STO 9x DEC 77.5 $JNJ Naked calls at 0.25',neutral
'\"$LEN Thor Industries, Inc. (THO) Ex-Dividend Date Scheduled for October 16, 2013 \"',neutral
'$AAPL Follow up on 5 min Channel Down',neutral
'\"RT @allstarcharts: I\'m not gonna lie, I thought I read this morning that $AAPL hired the CEO of Blackberry, not Burberry. And just chuckled? \"',neutral
'$C Yum! Brands Given eutral?Rating at Citigroup Inc. (YUM): Yum! Brands Given eutral?Rating at Citigrou...',neutral
'\"RT @willowcrows: .@NickAuden & @AmyAuden plus 500K of us, ask Bristol-Myers Squibb $BMY 2 allow #CompassionateUse PD1 cancer drug \"',neutral
'$SPG Nick Collishaw reloads for $300m office float',neutral
'RT @MarketCurrents More from Wal-Mart\'s investor meeting presentation $WMT',neutral
'$IPG Feinstein makes her call records case New DMA numbers on the data economy ...',neutral
'$SCHW CHARLES SCHWAB CORP : Schwab ETF OneSource? Expands to Offer More ...',neutral
'Who\'s Killing Ruby Tuesday? $RT',neutral
'\"@CalConfidence: @JackHBarnes @iuubob so, $HAL - Haliburton price action, almost to a T/Spot on well called \"',neutral
'RT @WVFeministArmy: $BMY PLS give @NickAuden PD-1 meds he URGENTLY needs.This man has a family - pls #savelockysdad RT pic.twitter.com/OIvq?',neutral
'$ICE has crossed the Short Level Down To Learn More',neutral
'RT @thecharmedcat69: Ready 2 tweet 4 @NickAuden It\'s a Sun night BUT THIS IS IMPORTANT needs2sayYES',neutral
'$ICE The Zacks Analyst Blog Highlights: CIGNA, IntercontinentalExchange, NYSE ...',neutral
'\"$CAG Video depicting conversation between deaf girl, orangutan highlights palm oil ... \"',neutral
'$BAC Countrywide Ex-Chief Sweats in the Face of Lawsuit',neutral
'$PFE Pfizer Inc (NYSE:PFE) Announces Results Of Two Phase-III Clinical Trials',neutral
'$WMT Nov Block Trade: 317 trade. ~$2.4 MM notional value.',neutral
'\"David Campbell of Thompson Davis raises price targets on $FDX and $ODFL. For the full global report, visit our twitter page.\"',neutral
'$SCG SCANA Corporation to Announce Third Quarter 2013 Financial Results on October..',neutral
'$LIFE EU mergers and takeovers (Oct 14)',neutral
'RT @SaveLockysDad: #BristolMyersSquibb $BMY Please give @NickAuden access to cancer drug #PD1 via #CompassionateUse',neutral
'$AAPL Apple shares shrug off weak orders for iPhone 5C',neutral
'$LNC Business neighbors for Sept. 22',neutral
'$PG THE PROCTER & GAMBLE COMPANY : P&G and NFL Cornerback Charles ...',neutral
'$AAPL Everything You Need To Know About Apple\'s Upcoming iPad Event - Business Insider',neutral
'@FastMoneyLydia @CNBCFastMoney is $WHR a buy?',neutral
'$KMB I-Flow Take ACTION Program Arms Physicians and Hospitals with Tools to Manage Post-Surgical Pain',neutral
'$MSFT keeping one eye on this one Large position...',neutral
'$MOS ROONEY BIN: Columbus faced mutiny on journey to holiday',neutral
'\"$AAPL #TQI - Trend Quality - From neg. end of Sept, now in u/trend to pos. .40, 1st noticable impr. since 9/11 selloff (#FVAM Core-Lg) @cnbc\"',neutral
'$FFIV and $NFLX triggered short',neutral
'@zbiotech why aren\'t these guys adding another $75B in MC for $BMY w them owning the entire checkpoint-inhibitor space?',neutral
'$UPS The Energy Report 10/11/13',neutral
'$AEP Zacks Reiterates â€œNeutralâ€? Rating for American Electric Power Co. (AEP)',neutral
'\"$EMC Middle Tennessee EMC Selects Landis+Gyr for Advanced Metering, Load ... \"',neutral
'$DD E. I. du Pont de Nemours and Company (NYSE:DD) and WPX Energy, Inc ...',neutral
'Picked up some $vrng calls while the stock is down. Just need a RR verdict against $goog then $msft payoff  and $zte settlement.',neutral
'\"RT @willowcrows: $BMY Bristol-Myers Squibb, Please #SaveLockysDad. Give #NickAuden #PD1 access. \"',neutral
'Added $CHK Long',neutral
'$SYMC Cybersecurity Education is a National Imperative - All Internet Users Should ...',neutral
'$CAT Caterpillar donates to BEST Robotics competition',neutral
'$GOOG is the only one with some nice follow through. Too bad the premies are enormous',neutral
'Sy jg gak tau status sy kyk apa skrng.mungkin bisa disebut.. Single but $wag ahahah',neutral
'i got r3ssie $wag',neutral
'$GOOG Google Closes Knowing vs. Doing Gap in New Edition of Mobile Playbook - ClickZ',neutral
'$EIX The Daily Startup: Utilities Back Electric Bus Startup Proterra',neutral
'$GOOG Google To Start Employing User Ratings And Photos In â€œShared Endorsements ... - TechCrunch',neutral
'$NBL Nov Block Trade: 148 trade. ~$1 MM notional value.',neutral
'\"$JNPR Intraday Movers: Wal-Mart Stores, Inc (NYSE:WMT), Newmont Mining Corp ... \"',neutral
'\"$NOC Northrop Grumman Appoints Maureen Del Duca Vice President, Deputy General Cou..  \"',neutral
'What I dont understand is why some of u buy $MSFT now? Do I understand something wrong? Im no expert after all :) U #BILL? @BillGates',neutral
'RT @Forbes: Europe and North America managed to limit a decline in Coca-Cola\'s 3Q sales, but emerging markets are a concern',neutral
'RT @WSJMoneyBeat: Wednesday\'s Stocks to Watch: Mattel, Stanley Black & Decker, Advance Auto Parts $AAPL',neutral
'$jpm cpp 52.15 AND WATCH AREA',neutral
'RT @The2kGod: 1. You got on rain boots2. The caption gay3. Find your fatherRT @BrooklynHD: CLOUDY WITH A CHANCE OF $WAG',neutral
'$TSS SQUARE: Please email money -- HADOOP 2 arrives -- TWITTER dials up users ...',neutral
'\"$APA Global Application Server Market - Industry Analysis, Size, Share, Growth ... \"',neutral
'RT @AmericanEtrader: If I had it my way I would Replace [Midas] in \'The Midas Touch\' with ~ELON $SCTY $TSLA $SPY $QQQ $IWM $SPX $FNMA $PCHMâ€¦',neutral
'$EBAY Will eBay (EBAY) Beat Earnings Estimates? - Analyst Blog',neutral
'$SBUX arrives at present price action indicator of 0.76 -',neutral
'\"$NFLX theres the 311 we needed, \"',neutral
'$JPM pays wrist-slap fine to settle London Whale case. Silly reason to be fined in first place. This isn\'t Libor. But $JPM up 3\% on news?',neutral
'\"$MA Oxford City Football Club, Inc. (OTCQB:OXFC) Names Chairman of Steiner ... \"',neutral
'$JPM approaching red',neutral
'Long $MSFT calls jan',neutral
'Analyst Travels To China, And Is Shocked To Find Stores Have Plenty Of Gold iPhones $AAPL',neutral
'If I had it my way I would Replace [Midas] in \'The Midas Touch\' with ~ELON $SCTY $TSLA $SPY $QQQ $IWM $SPX $FNMA $PCHM $MJNA $LH $DGX',neutral
'Netflix Pursues Cable-TV Deals $NFLX',neutral
'RT @earningsimpact: $KO Detailed overview of how Coke International has performed by #Coca-Cola at the 2013 Barclays Back-to-School Conf. h?',neutral
'$MMC Marsh & McLennan Companies to Hold Investor Call on November 6 to Discuss ...',neutral
'RT @MarketCurrents Homebuilder incentives are back $PKB',neutral
'\"ABA? Frank Keating tells U.S. banks: \"\"If you didn? do it, don? settle?$JPM\"',neutral
'\"$YHOO In a bid to stay independent, Foursquare rolls out self-service ads for small business \"',neutral
'$F Ford Motor Company (NYSE:F) â€“ Volume Up In China As Well As US: Ford Motor Company (NYSE:F) â€“ Volume Up In...',neutral
'$HAL Why Fixing Pemex Is Important For Oil Services [Halliburton Company ...',neutral
'RT @WillHedden_IG: Off that! It is actually from Tuesday; we\'ll have full online pre/post market 9am-1am (UK time pricing) on $AAPL $FB $GOâ€¦',neutral
'$CAT Stock Market News for October 11, 2013 - Market News',neutral
'Notable healthcare ratings changes and coverage initiations $GERN',neutral
'$CSCO Cisco Systems, Inc. (CSCO): Cisco Systems Retains 30\% Upside, Intrinsic Value ...',neutral
'$HIG Prudential Upped to Outperform',neutral
'$LEG Physical Plant utilizes break for renovations',neutral
'#Apple\'s Tim Cook makes best decision yet as CEO? @JeffMacke @MichaelSantoli discuss on a new #Breakout $BURBY',neutral
'\"RT @rayno: @LaMonicaBuzz > Obviously, a plaid iPhone is on the way... Apple hires Burberry CEO to run retail operations \"',neutral
'$AA post earnings is consistent trend play in direction of gap-key resistance here as I charted Oct 7th',neutral
'$YHOO #Yahoo CEO Marissa Mayer tells TheStreet\'s @Chris_Ciaccia about her plans for #Tumblr:',neutral
'$EA EA recommends installing extra 12 GB of \'Battlefield 4\' content on Xbox 360',neutral
'@tlmontana yes but that does not mean people are getting any discount. It is actually more beneficial for cable companies than $NFLX',neutral
'\"$CVX The Zacks Analyst Blog Highlights: Chevron, Exxon Mobil, Dril-Quip, Stone ... \"',neutral
'$AAPL Apple \'halves\' production of iPhone 5C just weeks after high-profile release -',neutral
